indx,journal_name,issn,citation_count_sum,paper_count_sum,avg_cites_per_paper,proj_ai,proj_ai_year
1861,iranian red crescent medical journal,2074-1812,1038,869,1.19447641,0.232,2015
1862,irbm,1959-0318,209,181,1.154696133,0.223,2015
1863,irish journal of agricultural and food research,2009-9029,15,16,0.9375,0.171,2015
1864,irish veterinary journal,0368-0762,159,94,1.691489362,0.36,2015
1865,irish veterinary journal,2046-0481,159,94,1.691489362,0.36,2015
1866,irrigation science,1432-1319,678,256,2.6484375,0.633,2015
1867,israel medical association journal,1565-1088,950,819,1.15995116,0.224,2015
1868,italian journal of animal science,1594-4077,644,907,0.710033076,0.121,2015
1869,italian journal of animal science,1828-051X,644,907,0.710033076,0.121,2015
1870,italian journal of food science,1120-1770,68,74,0.918918919,0.167,2015
1871,italian journal of medicine,1877-9352,51,110,0.463636364,0.071,2015
1872,italian journal of pediatrics,1720-8424,816,377,2.164456233,0.491,2015
1873,iza journal of migration,2193-9039,147,57,2.578947368,0.612,2015
1874,japan journal of industrial and applied mathematics,1868-937X,91,109,0.834862385,0.148,2015
1875,japanese journal of infectious diseases,1884-2836,878,531,1.653483992,0.35,2015
1876,jewish history,1572-8579,8,35,0.228571429,0.029,2015
1877,jom,1543-1851,2052,985,2.083248731,0.468,2015
1878,jornal brasileiro de patologia e medicina laboratorial,1678-4774,111,168,0.660714286,0.11,2015
1879,jornal brasileiro de pneumologia,1806-3713,805,527,1.527514231,0.317,2015
1880,jornal brasileiro de pneumologia,1806-3756,805,527,1.527514231,0.317,2015
1881,jornal brasileiro de psiquiatria,1982-0208,239,190,1.257894737,0.248,2015
1882,jornal de pediatria,0021-7557,1143,567,2.015873016,0.449,2015
1883,jornal de pediatria,1678-4782,1143,567,2.015873016,0.449,2015
1884,jornal vascular brasileiro,1677-7301,158,170,0.929411765,0.169,2015
1885,journal for general philosophy of science,1572-8587,60,84,0.714285714,0.122,2015
1886,journal of abnormal child psychology,1573-2835,2725,524,5.200381679,1.478,2015
1887,journal of academic ethics,1572-8544,134,101,1.326732673,0.265,2015
1888,journal of adult development,1573-3440,203,104,1.951923077,0.431,2015
1889,journal of advanced research,2090-1224,651,232,2.806034483,0.68,2015
1890,journal of advanced transportation,2042-3195,350,187,1.871657754,0.409,2015
1891,journal of advances in modeling earth systems,1942-2466,1192,185,6.443243243,1.935,2015
1892,journal of aerospace technology and management,2175-9146,114,147,0.775510204,0.135,2015
1893,journal of aesthetics & culture,2000-4214,24,29,0.827586207,0.146,2015
1894,journal of african american studies,1936-4741,127,126,1.007936508,0.188,2015
1895,journal of aging research,2090-2212,1066,286,3.727272727,0.972,2015
1896,journal of agricultural science and technology,2161-6256,931,817,1.139534884,0.219,2015
1897,journal of agricultural science and technology,2161-6264,931,817,1.139534884,0.219,2015
1898,journal of agriculture and rural development in the tropics and subtropics,1612-9830,37,28,1.321428571,0.264,2015
1899,journal of agriculture and rural development in the tropics and subtropics,2363-6033,37,28,1.321428571,0.264,2015
1900,journal of agronomy,1812-5379,68,69,0.985507246,0.182,2015
1901,journal of agronomy,1812-5417,68,69,0.985507246,0.182,2015
1902,journal of algebraic combinatorics,1572-9192,364,304,1.197368421,0.233,2015
1903,journal of algorithms & computational technology,1748-3026,52,85,0.611764706,0.1,2015
1904,journal of allergy,1687-9791,314,155,2.025806452,0.451,2015
1905,journal of ambient intelligence and humanized computing,1868-5145,0,1,0,0,2015
1906,journal of amino acids,2090-0112,262,74,3.540540541,0.911,2015
1907,journal of anesthesia,1438-8359,1169,830,1.408433735,0.286,2015
1908,journal of animal and plant sciences,2071-7024,798,766,1.041775457,0.196,2015
1909,journal of animal and veterinary advances,1993-601X,738,1066,0.692307692,0.117,2015
1910,journal of animal science and technology,2055-0391,101,183,0.551912568,0.088,2015
1911,journal of apicultural science,1643-4439,113,98,1.153061224,0.222,2015
1912,journal of apicultural science,2299-4831,113,98,1.153061224,0.222,2015
1913,journal of applied biomedicine,1214-0287,204,118,1.728813559,0.37,2015
1914,journal of applied clinical medical physics,1526-9914,1198,616,1.944805195,0.429,2015
1915,journal of applied electrochemistry,1572-8838,1800,770,2.337662338,0.541,2015
1916,journal of applied fluid mechanics,1735-3645,43,29,1.482758621,0.305,2015
1917,journal of applied genetics,2190-3883,630,271,2.324723247,0.537,2015
1918,journal of applied mathematics,1687-0042,1922,1943,0.989191971,0.183,2015
1919,journal of applied mathematics and computing,1865-2085,404,406,0.995073892,0.185,2015
1920,journal of applied mechanics,2423-6705,1125,698,1.611747851,0.339,2015
1921,journal of applied oral science,1678-7757,987,478,2.064853556,0.462,2015
1922,journal of applied oral science,1678-7765,987,478,2.064853556,0.462,2015
1923,journal of applied phycology,1573-5176,2936,837,3.50776583,0.901,2015
1924,journal of applied sciences,1812-5654,1239,1651,0.75045427,0.129,2015
1925,journal of applied sciences,1812-5662,1239,1651,0.75045427,0.129,2015
1926,journal of archaeological method and theory,1573-7764,341,111,3.072072072,0.762,2015
1927,journal of archaeological research,1573-7756,162,43,3.76744186,0.985,2015
1928,journal of artificial intelligence,1994-5450,71,84,0.845238095,0.15,2015
1929,journal of artificial intelligence,2077-2173,71,84,0.845238095,0.15,2015
1930,journal of artificial intelligence,2229-3965,71,84,0.845238095,0.15,2015
1931,journal of artificial intelligence,2229-3973,71,84,0.845238095,0.15,2015
1932,journal of artificial intelligence research,1076-9757,1569,282,5.563829787,1.609,2015
1933,journal of asian architecture and building engineering,1347-2852,246,233,1.055793991,0.199,2015
1934,journal of assisted reproduction and genetics,1573-7330,2053,847,2.423848878,0.566,2015
1935,journal of asthma and allergy,1178-6965,177,64,2.765625,0.668,2015
1936,journal of astronomy and space sciences,2093-1409,151,156,0.967948718,0.178,2015
1937,journal of astrophysics and astronomy,0250-6335,69,121,0.570247934,0.092,2015
1938,journal of astrophysics and astronomy,0973-7758,69,121,0.570247934,0.092,2015
1939,journal of atherosclerosis and thrombosis,1340-3478,1762,628,2.805732484,0.68,2015
1940,journal of atherosclerosis and thrombosis,1880-3873,1762,628,2.805732484,0.68,2015
1941,journal of athletic training,1062-6050,1828,440,4.154545455,1.114,2015
1942,journal of atmospheric chemistry,1573-0662,169,100,1.69,0.359,2015
1943,journal of autism and developmental disorders,1573-3432,6735,1189,5.664423886,1.646,2015
1944,journal of automated reasoning,1573-0670,410,159,2.578616352,0.612,2015
1945,journal of ayurveda and integrative medicine,0976-2809,264,208,1.269230769,0.251,2015
1946,journal of behavioral education,1573-3513,254,106,2.396226415,0.558,2015
1947,journal of behavioral medicine,1573-3521,1207,333,3.624624625,0.939,2015
1948,journal of bioeconomics,1573-6989,117,73,1.602739726,0.336,2015
1949,journal of bioenergetics and biomembranes,1573-6881,656,298,2.201342282,0.501,2015
1950,journal of bioethical inquiry,1872-4353,284,219,1.296803653,0.258,2015
1951,journal of biological dynamics,1751-3758,329,174,1.890804598,0.414,2015
1952,journal of biological dynamics,1751-3766,329,174,1.890804598,0.414,2015
1953,journal of biological engineering,1754-1611,470,112,4.196428571,1.129,2015
1954,journal of biological physics,1573-0689,252,163,1.54601227,0.321,2015
1955,journal of biological sciences,1727-3048,336,386,0.870466321,0.156,2015
1956,journal of biological sciences,1812-5719,336,386,0.870466321,0.156,2015
1957,journal of biology,1475-4924,45,70,0.642857143,0.107,2015
1958,journal of biomaterials and tissue engineering,2157-9083,237,208,1.139423077,0.219,2015
1959,journal of biomaterials and tissue engineering,2157-9091,237,208,1.139423077,0.219,2015
1960,journal of biomedical discovery and collaboration,1747-5333,25,8,3.125,0.779,2015
1961,journal of biomedical nanotechnology,1550-7033,2088,819,2.549450549,0.603,2015
1962,journal of biomedical nanotechnology,1550-7041,2088,819,2.549450549,0.603,2015
1963,journal of biomedical science,1021-7770,1850,530,3.490566038,0.895,2015
1964,journal of biomedical science,1423-0127,1850,530,3.490566038,0.895,2015
1965,journal of biomedical semantics,2041-1480,683,210,3.252380952,0.819,2015
1966,journal of biomolecular nmr,1573-5001,1681,480,3.502083333,0.899,2015
1967,journal of biophysics,1687-8019,104,25,4.16,1.116,2015
1968,journal of biosciences,0250-5991,1009,422,2.390995261,0.556,2015
1969,journal of biosciences,0973-7138,1009,422,2.390995261,0.556,2015
1970,journal of botany,2090-0139,462,98,4.714285714,1.306,2015
1971,journal of brachial plexus and peripheral nerve injury,1749-7221,186,124,1.5,0.309,2015
1972,journal of business and psychology,1573-353X,1330,216,6.157407407,1.828,2015
1973,journal of business ethics,1573-0697,9321,1650,5.649090909,1.64,2015
1974,journal of cachexia sarcopenia and muscle,2190-5991,998,139,7.179856115,2.218,2015
1975,journal of cancer,1837-9664,1097,308,3.561688312,0.918,2015
1976,journal of cancer education,1543-0154,910,572,1.590909091,0.333,2015
1977,journal of cancer epidemiology,1687-8566,261,73,3.575342466,0.923,2015
1978,journal of cancer research and clinical oncology,1432-1335,3363,1089,3.08815427,0.767,2015
1979,journal of cancer research and therapeutics,0973-1482,867,753,1.151394422,0.222,2015
1980,journal of cancer research and therapeutics,1998-4138,867,753,1.151394422,0.222,2015
1981,journal of cancer survivorship,1932-2267,1324,270,4.903703704,1.373,2015
1982,journal of carcinogenesis,1477-3163,351,103,3.40776699,0.869,2015
1983,journal of cardiothoracic surgery,1749-8090,1317,791,1.664981037,0.353,2015
1984,journal of cardiovascular magnetic resonance,1097-6647,2898,1222,2.371522095,0.55,2015
1985,journal of cardiovascular magnetic resonance,1532-429X,2898,1222,2.371522095,0.55,2015
1986,journal of cardiovascular translational research,1937-5395,1542,433,3.561200924,0.918,2015
1987,journal of cave and karst studies,1090-6924,119,94,1.265957447,0.25,2015
1988,journal of cell communication and signaling,1873-961X,417,157,2.656050955,0.635,2015
1989,journal of cellular and molecular medicine,1540-8167,5312,1105,4.807239819,1.339,2015
1990,journal of cellular and molecular medicine,1582-4934,5312,1105,4.807239819,1.339,2015
1991,journal of central european agriculture,1332-9049,144,229,0.628820961,0.104,2015
1992,journal of chemical biology,1864-6166,208,60,3.466666667,0.887,2015
1993,journal of chemical crystallography,1572-8854,468,699,0.669527897,0.112,2015
1994,journal of chemical ecology,1573-1561,2580,759,3.399209486,0.866,2015
1995,journal of chemical sciences,0253-4134,914,667,1.370314843,0.276,2015
1996,journal of cheminformatics,1758-2946,1419,362,3.919889503,1.036,2015
1997,journal of chemistry,2090-9063,1489,1395,1.067383513,0.202,2015
1998,journal of chemistry,2090-9071,1489,1395,1.067383513,0.202,2015
1999,journal of child & adolescent trauma,1936-153X,129,106,1.216981132,0.238,2015
2000,journal of child and family studies,1573-2843,1576,501,3.145708583,0.785,2015
2001,journal of chinese political science,1874-6357,114,95,1.2,0.234,2015
2002,journal of circadian rhythms,1740-3391,84,41,2.048780488,0.458,2015
2003,journal of classification,1432-1343,146,84,1.738095238,0.372,2015
2004,journal of clinical biochemistry and nutrition,1880-5086,898,344,2.610465116,0.621,2015
2005,journal of clinical bioinformatics,2043-9113,212,95,2.231578947,0.51,2015
2006,journal of clinical immunology,1573-2592,2403,714,3.365546218,0.855,2015
2007,journal of clinical investigation,1558-8238,31328,2454,12.76609617,4.575,2015
2008,journal of clinical medicine research,1918-3011,520,312,1.666666667,0.353,2015
2009,journal of clinical monitoring and computing,1573-2614,645,310,2.080645161,0.467,2015
2010,journal of clinical psychology in medical settings,1573-3572,449,221,2.031674208,0.453,2015
2011,journal of cluster science,1572-8862,585,396,1.477272727,0.303,2015
2012,journal of coastal conservation,1874-7841,453,245,1.848979592,0.402,2015
2013,journal of coatings technology and research,1935-3804,668,421,1.586698337,0.332,2015
2014,journal of combinatorial optimization,1573-2886,540,377,1.432360743,0.292,2015
2015,journal of community genetics,1868-6001,379,177,2.141242938,0.484,2015
2016,journal of community health,1573-3610,1579,662,2.385196375,0.554,2015
2017,journal of computational and theoretical nanoscience,1546-1955,1000,1024,0.9765625,0.18,2015
2018,journal of computational and theoretical nanoscience,1546-1963,1000,1024,0.9765625,0.18,2015
2019,journal of computational electronics,1572-8137,402,272,1.477941176,0.304,2015
2020,journal of computational neuroscience,1573-6873,921,340,2.708823529,0.651,2015
2021,journal of computer science,2362-0110,771,937,0.822838847,0.145,2015
2022,journal of computer science and technology,1666-6038,676,458,1.475982533,0.303,2015
2023,journal of computers,1796-203X,812,1302,0.623655914,0.103,2015
2024,journal of computing in higher education,1867-1233,132,54,2.444444444,0.572,2015
2025,journal of conservative dentistry,0974-5203,695,416,1.670673077,0.354,2015
2026,journal of consumer policy,1573-0700,329,121,2.719008264,0.654,2015
2027,journal of contemporary brachytherapy,1689-832X,183,154,1.188311688,0.231,2015
2028,journal of contemporary brachytherapy,2081-2841,183,154,1.188311688,0.231,2015
2029,journal of contemporary psychotherapy,1573-3564,226,124,1.822580645,0.395,2015
2030,journal of control science and engineering,1687-5257,104,116,0.896551724,0.162,2015
2031,journal of control science and engineering,2328-2231,104,116,0.896551724,0.162,2015
2032,journal of convergence information technology,1975-9320,489,1594,0.306775408,0.042,2015
2033,journal of convergence information technology,2233-9299,489,1594,0.306775408,0.042,2015
2034,journal of craniovertebral junction and spine,0976-9285,131,98,1.336734694,0.268,2015
2035,journal of cryptology,1432-1378,886,197,4.497461929,1.231,2015
2036,journal of cultural economics,1573-6997,158,82,1.926829268,0.424,2015
2037,journal of current chinese affairs,1868-4874,156,103,1.514563107,0.313,2015
2038,journal of current southeast asian affairs,1868-4882,72,79,0.911392405,0.165,2015
2039,journal of curriculum studies,2410-3322,495,235,2.106382979,0.474,2015
2040,journal of cytology,0970-9371,225,252,0.892857143,0.161,2015
2041,journal of cytology,0974-5165,225,252,0.892857143,0.161,2015
2042,journal of dental biomechanics,1758-7360,69,30,2.3,0.53,2015
2043,journal of dentistry,2008-0905,3741,1101,3.397820163,0.865,2015
2044,journal of developmental and physical disabilities,1573-3580,441,215,2.051162791,0.459,2015
2045,journal of diabetes investigation,1556-6676,1152,368,3.130434783,0.781,2015
2046,journal of diabetes investigation,2040-1116,1152,368,3.130434783,0.781,2015
2047,journal of digital imaging,1618-727X,934,485,1.925773196,0.424,2015
2048,journal of digital information management,0972-7272,50,110,0.454545455,0.069,2015
2049,journal of drugs in dermatology,1365-4632,1615,996,1.621485944,0.341,2015
2050,journal of dynamical and control systems,1573-8698,111,113,0.982300885,0.182,2015
2051,journal of dynamics and differential equations,1572-9222,270,181,1.491712707,0.307,2015
2052,journal of early modern studies,2279-7149,4,24,0.166666667,0.02,2015
2053,journal of earth system science,0253-2143,752,470,1.6,0.336,2015
2054,journal of earth system science,0253-4126,752,470,1.6,0.336,2015
2055,journal of earth system science,0973-774X,752,470,1.6,0.336,2015
2056,journal of east asian linguistics,1572-8560,65,56,1.160714286,0.224,2015
2057,journal of echocardiography,1880-344X,36,77,0.467532468,0.071,2015
2058,journal of economic growth,1573-7020,394,60,6.566666667,1.982,2015
2059,journal of economic interaction and coordination,1860-7128,83,56,1.482142857,0.305,2015
2060,journal of economics,1617-7134,230,210,1.095238095,0.208,2015
2061,journal of economics and finance,1938-9744,157,164,0.957317073,0.176,2015
2062,journal of educational change,1573-1812,264,106,2.490566038,0.585,2015
2063,journal of educational evaluation for health professions,1975-5937,92,57,1.614035088,0.339,2015
2064,journal of educational research,1940-0675,497,225,2.208888889,0.503,2015
2065,journal of elasticity,1573-2681,354,220,1.609090909,0.338,2015
2066,journal of electrical systems and information technology,2314-7172,12,17,0.705882353,0.12,2015
2067,journal of electroceramics,1573-8663,640,376,1.70212766,0.363,2015
2068,journal of electronic materials,1543-186X,3886,2200,1.766363636,0.38,2015
2069,journal of electronic testing,1573-0727,293,247,1.186234818,0.23,2015
2070,journal of endocrinological investigation,1720-8386,1639,874,1.875286041,0.41,2015
2071,journal of energy,2314-615X,46,43,1.069767442,0.202,2015
2072,journal of engineered fibers and fabrics,1558-9250,29,16,1.8125,0.393,2015
2073,journal of engineering mathematics,1573-2703,345,330,1.045454545,0.196,2015
2074,journal of engineering technology,0747-9964,30,49,0.612244898,0.1,2015
2075,journal of environmental and public health,1687-9813,792,229,3.458515284,0.885,2015
2076,journal of environmental science and technology,1994-7887,225,140,1.607142857,0.337,2015
2077,journal of environmental science and technology,2077-2181,225,140,1.607142857,0.337,2015
2078,journal of epidemiology,0917-5040,1227,362,3.389502762,0.863,2015
2079,journal of epidemiology,1349-9092,1227,362,3.389502762,0.863,2015
2080,journal of ethnobiology and ethnomedicine,1746-4269,1183,284,4.165492958,1.118,2015
2081,journal of ethology,1439-5444,326,241,1.352697095,0.272,2015
2082,journal of evolution equations,1424-3202,212,183,1.158469945,0.224,2015
2083,journal of evolutionary economics,1432-1386,388,192,2.020833333,0.45,2015
2084,journal of exercise science & fitness,1728-869X,93,68,1.367647059,0.275,2015
2085,journal of experimental & clinical assisted reproduction,1743-1050,7,7,1,0.186,2015
2086,journal of experimental & clinical cancer research,1756-9966,2549,601,4.241264559,1.144,2015
2087,journal of experimental criminology,1572-8315,473,109,4.339449541,1.177,2015
2088,journal of failure analysis and prevention,1864-1245,149,244,0.610655738,0.1,2015
2089,journal of family violence,1573-2851,828,357,2.319327731,0.535,2015
2090,journal of financial services research,1573-0735,315,106,2.971698113,0.731,2015
2091,journal of fixed point theory and applications,1661-7746,150,152,0.986842105,0.183,2015
2092,journal of fluorescence,1573-4994,1597,887,1.800450958,0.389,2015
2093,journal of food and drug analysis,1021-9498,379,188,2.015957447,0.449,2015
2094,journal of food quality,1745-4557,337,254,1.326771654,0.265,2015
2095,journal of foot and ankle research,1757-1146,588,347,1.694524496,0.361,2015
2096,journal of forest research,1610-7403,404,265,1.524528302,0.316,2015
2097,journal of forestry research,1993-0607,414,433,0.956120092,0.176,2015
2098,journal of formalized reasoning,1972-5787,53,22,2.409090909,0.561,2015
2099,journal of fourier analysis and applications,1531-5851,470,246,1.910569106,0.419,2015
2100,journal of function spaces and applications,1758-4965,229,261,0.877394636,0.158,2015
2101,journal of fusion energy,1572-9591,389,406,0.958128079,0.176,2015
2102,journal of gambling studies,1573-3602,958,251,3.816733068,1.002,2015
2103,journal of gastroenterology,1435-5922,3199,774,4.133074935,1.107,2015
2104,journal of gastrointestinal cancer,1941-6636,451,416,1.084134615,0.206,2015
2105,journal of gastrointestinal surgery,1873-4626,4830,1503,3.213572854,0.807,2015
2106,journal of general internal medicine,1525-1497,5607,1417,3.956951306,1.048,2015
2107,journal of general plant pathology,1610-739X,381,295,1.291525424,0.256,2015
2108,journal of genetic counseling,1573-3599,973,410,2.373170732,0.551,2015
2109,journal of genetics,0022-1333,575,395,1.455696203,0.298,2015
2110,journal of geodesy,1432-1394,1608,336,4.785714286,1.331,2015
2111,journal of geographical sciences,1861-9568,876,367,2.386920981,0.555,2015
2112,journal of geographical systems,1435-5949,280,106,2.641509434,0.63,2015
2113,journal of geological research,1687-8841,52,59,0.881355932,0.158,2015
2114,journal of geometry,1420-8997,82,117,0.700854701,0.119,2015
2115,journal of geosciences,1802-6222,171,174,0.982758621,0.182,2015
2116,journal of ginseng research,1226-8453,845,256,3.30078125,0.834,2015
2117,journal of glaciology,0022-1430,1512,525,2.88,0.703,2015
2118,journal of global infectious diseases,0974-8245,462,255,1.811764706,0.392,2015
2119,journal of global optimization,1573-2916,1259,696,1.808908046,0.392,2015
2120,journal of grid computing,1572-9184,34,21,1.619047619,0.341,2015
2121,journal of happiness studies,1573-7780,1461,357,4.092436975,1.093,2015
2122,journal of hard tissue biology,1880-828X,91,166,0.548192771,0.087,2015
2123,journal of headache and pain,1129-2369,1554,582,2.670103093,0.639,2015
2124,journal of headache and pain,1129-2377,1554,582,2.670103093,0.639,2015
2125,journal of health population and nutrition,1606-0997,924,370,2.497297297,0.587,2015
2126,journal of health science,2328-7136,244,413,0.590799031,0.096,2015
2127,journal of healthcare engineering,2040-2295,163,135,1.207407407,0.235,2015
2128,journal of healthcare engineering,2040-2309,163,135,1.207407407,0.235,2015
2129,journal of hematology & oncology,1756-8722,2033,372,5.465053763,1.573,2015
2130,journal of hematopathology,1865-5785,29,60,0.483333333,0.074,2015
2131,journal of heuristics,1572-9397,486,166,2.927710843,0.718,2015
2132,journal of high energy physics,1029-8479,44646,9031,4.943638578,1.387,2015
2133,journal of homotopy and related structures,1512-2891,15,32,0.46875,0.072,2015
2134,journal of housing and the built environment,1573-7772,294,162,1.814814815,0.393,2015
2135,journal of human kinetics,1640-5544,629,408,1.541666667,0.32,2015
2136,journal of human kinetics,1899-7562,629,408,1.541666667,0.32,2015
2137,journal of human reproductive sciences,1998-4766,417,191,2.183246073,0.496,2015
2138,journal of human security,1835-3800,16,22,0.727272727,0.124,2015
2139,journal of hydraulic engineering,2332-8215,1347,967,1.392967942,0.282,2015
2140,journal of hydrology and hydromechanics,0042-790X,192,139,1.381294964,0.279,2015
2141,journal of hydrology and hydromechanics,1946-0163,192,139,1.381294964,0.279,2015
2142,journal of hymenoptera research,1070-9428,106,120,0.883333333,0.159,2015
2143,journal of hymenoptera research,1314-2607,106,120,0.883333333,0.159,2015
2144,journal of immigrant and minority health,1557-1920,1591,699,2.276108727,0.523,2015
2145,journal of immune based therapies and vaccines,1476-8518,25,17,1.470588235,0.302,2015
2146,journal of inclusion phenomena and macrocyclic chemistry,1573-1111,932,725,1.285517241,0.255,2015
2147,journal of indian academy of oral medicine and radiology,0975-1572,100,173,0.578034682,0.093,2015
2148,journal of indian association of pediatric surgeons,1998-3891,156,199,0.783919598,0.137,2015
2149,journal of indian philosophy,1573-0395,27,93,0.290322581,0.039,2015
2150,journal of industrial engineering and management,2013-0953,312,203,1.536945813,0.319,2015
2151,journal of industrial microbiology & biotechnology,1476-5535,2658,851,3.123384254,0.778,2015
2152,journal of inequalities and applications,1029-242X,1272,1277,0.996084573,0.185,2015
2153,journal of inflammation research,1178-7031,212,76,2.789473684,0.675,2015
2154,journal of infrared and millimeter waves,1001-9014,76,221,0.343891403,0.049,2015
2155,journal of inherited metabolic disease,1573-2665,2484,677,3.669128508,0.953,2015
2156,journal of injury and violence research,2008-4072,154,96,1.604166667,0.337,2015
2157,journal of inorganic and organometallic polymers and materials,1574-1451,831,685,1.213138686,0.237,2015
2158,journal of inorganic materials,1000-324X,329,715,0.46013986,0.07,2015
2159,journal of insect behavior,1572-8889,341,255,1.337254902,0.268,2015
2160,journal of insect conservation,1572-9753,934,450,2.075555556,0.465,2015
2161,journal of insect science,1536-2442,1442,893,1.614781635,0.339,2015
2162,journal of intellectual property rights,0975-1076,10,12,0.833333333,0.148,2015
2163,journal of intelligent information systems,1573-7675,30,26,1.153846154,0.222,2015
2164,journal of intelligent manufacturing,1572-8145,1819,556,3.271582734,0.825,2015
2165,journal of interaction science,2194-0827,107,79,1.35443038,0.272,2015
2166,journal of international entrepreneurship,1573-7349,316,84,3.761904762,0.984,2015
2167,journal of international medical research,0300-0605,1807,1036,1.744208494,0.374,2015
2168,journal of international medical research,1473-2300,1807,1036,1.744208494,0.374,2015
2169,journal of internet services and applications,1869-0238,590,83,7.108433735,2.19,2015
2170,journal of interventional cardiac electrophysiology,1572-8595,961,465,2.066666667,0.463,2015
2171,journal of invasive cardiology,1557-2501,1048,871,1.203214696,0.234,2015
2172,journal of investigational allergology and clinical immunology,1698-0808,963,529,1.820415879,0.395,2015
2173,journal of konbin,2083-4608,34,70,0.485714286,0.075,2015
2174,journal of korean medical science,1598-6357,2674,1451,1.842866988,0.401,2015
2175,journal of labor research,1936-4768,126,100,1.26,0.248,2015
2176,journal of laboratory physicians,0974-7826,225,144,1.5625,0.326,2015
2177,journal of laser micro nanoengineering,1880-0688,225,216,1.041666667,0.196,2015
2178,journal of limnology,1129-5767,512,333,1.537537538,0.319,2015
2179,journal of limnology,1723-8633,512,333,1.537537538,0.319,2015
2180,journal of lipids,2090-3049,282,99,2.848484848,0.693,2015
2181,journal of literary studies,2383-2479,29,73,0.397260274,0.058,2015
2182,journal of logic and analysis,1759-9008,30,43,0.697674419,0.118,2015
2183,journal of low temperature physics,1573-7357,744,947,0.78563886,0.137,2015
2184,journal of machine learning research,1533-7928,8971,712,12.5997191,4.5,2015
2185,journal of mammalian evolution,1573-7055,284,101,2.811881188,0.682,2015
2186,journal of mammary gland biology and neoplasia,1573-7039,870,156,5.576923077,1.614,2015
2187,journal of management & governance,1572-963X,519,169,3.071005917,0.762,2015
2188,journal of maps,1744-5647,412,284,1.450704225,0.297,2015
2190,journal of marine biology,1687-949X,251,112,2.241071429,0.513,2015
2191,journal of marine science and technology,1437-8213,469,391,1.199488491,0.234,2015
2192,journal of maritime archaeology,1557-2293,31,39,0.794871795,0.139,2015
2193,journal of marketing management,2333-6080,1303,422,3.087677725,0.767,2015
2194,journal of marketing management,2333-6099,1303,422,3.087677725,0.767,2015
2195,journal of material cycles and waste management,1611-8227,386,265,1.456603774,0.298,2015
2196,journal of materials engineering and performance,1544-1024,2309,1557,1.48298009,0.305,2015
2197,journal of materials science,1573-4803,10884,4498,2.419742108,0.565,2015
2198,journal of mathematical biology,1432-1416,1120,470,2.382978723,0.554,2015
2199,journal of mathematical chemistry,1572-8897,825,708,1.165254237,0.225,2015
2200,journal of mathematical fluid mechanics,1422-6952,284,185,1.535135135,0.319,2015
2201,journal of mathematical imaging and vision,1573-7683,960,295,3.254237288,0.82,2015
2202,journal of mathematical physics analysis geometry,1817-5805,1,3,0.333333333,0.047,2015
2203,journal of mathematical sciences,2372-5214,755,1138,0.66344464,0.111,2015
2204,journal of mathematical sciences,2372-5222,755,1138,0.66344464,0.111,2015
2205,journal of mathematics teacher education,1573-1820,387,137,2.824817518,0.686,2015
2206,journal of mechanical engineering,2450-5471,1053,2046,0.514662757,0.081,2015
2207,journal of medical and biological engineering,2199-4757,353,251,1.406374502,0.285,2015
2208,journal of medical biochemistry,1452-8258,101,167,0.604790419,0.099,2015
2209,journal of medical biochemistry,1452-8266,101,167,0.604790419,0.099,2015
2210,journal of medical case reports,1752-1947,1913,1868,1.024089936,0.191,2015
2211,journal of medical cases,1923-4163,60,162,0.37037037,0.053,2015
2212,journal of medical internet research,1438-8871,7063,971,7.273944387,2.254,2015
2213,journal of medical physics,1998-3913,201,145,1.386206897,0.28,2015
2214,journal of medical sciences,1682-4474,43,89,0.483146067,0.074,2015
2215,journal of medical sciences,1812-5727,43,89,0.483146067,0.074,2015
2216,journal of medical systems,1573-689X,3210,864,3.715277778,0.968,2015
2217,journal of medical toxicology,1937-6995,847,305,2.77704918,0.671,2015
2218,journal of medicinal plants research,1996-0875,1838,1376,1.335755814,0.267,2015
2219,journal of medicine and the person,2036-3877,44,75,0.586666667,0.095,2015
2220,journal of metallurgy,1687-9473,67,42,1.595238095,0.334,2015
2221,journal of microbiology & biology education,1935-7885,97,136,0.713235294,0.121,2015
2222,journal of microbiology immunology and infection,1684-1182,925,403,2.29528536,0.528,2015
2223,journal of mineralogical and petrological sciences,1349-3825,138,144,0.958333333,0.176,2015
2224,journal of minimal access surgery,0972-9941,277,202,1.371287129,0.276,2015
2225,journal of minimal access surgery,1998-3921,277,202,1.371287129,0.276,2015
2226,journal of molecular evolution,1432-1432,576,316,1.82278481,0.395,2015
2227,journal of molecular histology,1567-2387,611,325,1.88,0.411,2015
2228,journal of molecular medicine,1432-1440,2879,628,4.584394904,1.261,2015
2229,journal of molecular modeling,0948-5023,3027,1803,1.678868552,0.356,2015
2230,journal of molecular neuroscience,1559-1166,2666,1039,2.565928778,0.608,2015
2231,journal of molecular signaling,1750-2187,230,73,3.150684932,0.787,2015
2232,journal of muscle research and cell motility,1573-2657,347,153,2.267973856,0.52,2015
2233,journal of nanobiotechnology,1477-3155,1514,248,6.10483871,1.808,2015
2234,journal of nanoelectronics and optoelectronics,1555-130X,169,261,0.647509579,0.108,2015
2235,journal of nanoelectronics and optoelectronics,1555-1318,169,261,0.647509579,0.108,2015
2236,journal of nanomaterials,1687-4110,3949,1903,2.075144509,0.465,2015
