indx,journal_name,issn,citation_count_sum,paper_count_sum,avg_cites_per_paper,proj_ai,proj_ai_year
184,anatolian journal of cardiology,2149-2263,18,29,0.620689655,0.102,2015
185,anatolian journal of cardiology,2149-2271,18,29,0.620689655,0.102,2015
186,anatomical science international,1447-073X,153,157,0.974522293,0.18,2015
187,andean geology,0718-7092,250,226,1.10619469,0.211,2015
188,andean geology,0718-7106,250,226,1.10619469,0.211,2015
189,anemia,2090-1275,193,91,2.120879121,0.478,2015
190,anesthesiology research and practice,1687-6970,201,102,1.970588235,0.436,2015
191,angiogenesis,1573-7209,1254,264,4.75,1.319,2015
192,animal biodiversity and conservation,1578-665X,121,108,1.12037037,0.214,2015
193,animal cognition,1435-9456,1505,504,2.986111111,0.736,2015
194,animal science papers and reports,0137-1649,169,131,1.290076336,0.256,2015
195,annales geophysicae,0992-7689,1534,812,1.889162562,0.414,2015
196,annales geophysicae,1432-0576,1534,812,1.889162562,0.414,2015
197,annali dell istituto superiore di sanita,0021-2571,385,241,1.597510373,0.335,2015
198,annals academy of medicine singapore,0304-4602,598,505,1.184158416,0.23,2015
199,annals of agricultural and environmental medicine,1232-1966,865,525,1.647619048,0.348,2015
200,annals of agricultural and environmental medicine,1898-2263,865,525,1.647619048,0.348,2015
201,annals of behavioral medicine,1532-4796,2237,436,5.130733945,1.453,2015
202,annals of biomedical engineering,1573-9686,4259,1213,3.511129431,0.902,2015
203,annals of cardiac anaesthesia,0974-5181,224,226,0.991150442,0.184,2015
204,annals of clinical microbiology and antimicrobials,1476-0711,632,196,3.224489796,0.81,2015
205,annals of combinatorics,0219-3094,146,170,0.858823529,0.153,2015
206,annals of dyslexia,1934-7243,176,62,2.838709677,0.69,2015
207,annals of family medicine,1544-1717,2199,445,4.941573034,1.386,2015
208,annals of finance,1614-2454,149,122,1.221311475,0.239,2015
209,annals of forest research,1844-8135,102,92,1.108695652,0.212,2015
210,annals of forest research,2065-2445,102,92,1.108695652,0.212,2015
211,annals of forest science,1297-966X,1060,477,2.222222222,0.507,2015
212,annals of general psychiatry,1744-859X,396,226,1.752212389,0.376,2015
214,annals of geophysics,1593-5213,590,317,1.861198738,0.406,2015
215,annals of geophysics,2037-416X,590,317,1.861198738,0.406,2015
216,annals of glaciology,0260-3055,905,394,2.296954315,0.529,2015
217,annals of global analysis and geometry,1572-9060,265,230,1.152173913,0.222,2015
218,annals of hematology,1432-0584,2624,1238,2.119547658,0.478,2015
219,annals of indian academy of neurology,0972-2327,484,492,0.983739837,0.182,2015
220,annals of indian academy of neurology,1998-3549,484,492,0.983739837,0.182,2015
221,annals of intensive care,2110-5820,1062,202,5.257425743,1.499,2015
222,annals of mathematics and artificial intelligence,1573-7470,309,174,1.775862069,0.383,2015
223,annals of microbiology,1869-2044,1256,751,1.672436751,0.355,2015
224,annals of nuclear medicine,1864-6433,1002,524,1.91221374,0.42,2015
225,annals of operations research,1572-9338,2102,908,2.314977974,0.534,2015
226,annals of pediatric cardiology,0974-5149,228,208,1.096153846,0.208,2015
227,annals of saudi medicine,0256-4947,567,446,1.271300448,0.251,2015
228,annals of solid and structural mechanics,1867-6944,41,34,1.205882353,0.235,2015
229,annals of surgical innovation and research,1750-1164,93,45,2.066666667,0.463,2015
230,annals of surgical oncology,1534-4681,12969,3023,4.290109163,1.16,2015
231,annals of thoracic and cardiovascular surgery,2186-1005,561,533,1.052532833,0.198,2015
232,annals of thoracic medicine,1817-1737,367,224,1.638392857,0.346,2015
233,annals of thoracic medicine,1998-3557,367,224,1.638392857,0.346,2015
234,annals of tropical medicine and public health,0974-6005,112,193,0.580310881,0.094,2015
235,anthropological review,2083-4594,24,41,0.585365854,0.095,2015
236,anthropological science,0918-7960,105,94,1.117021277,0.214,2015
237,anuario colombiano de historia social y de la cultura,2256-5647,18,40,0.45,0.068,2015
238,anuario de estudios americanos,1988-4273,12,29,0.413793103,0.061,2015
239,anuario de estudios medievales,1988-4230,15,35,0.428571429,0.064,2015
240,aob plants,2041-2851,666,231,2.883116883,0.704,2015
241,apidologie,1297-9678,959,346,2.771676301,0.67,2015
242,apl materials,2166-532X,1262,276,4.572463768,1.257,2015
243,apoptosis,1573-675X,2352,629,3.73926868,0.976,2015
244,appetite,0195-6663,6479,1559,4.155869147,1.115,2015
245,applicable analysis and discrete mathematics,1452-8630,157,107,1.46728972,0.301,2015
246,applied and environmental soil science,1687-7675,326,198,1.646464646,0.348,2015
247,applied biochemistry and biotechnology,1559-0291,5754,2551,2.255586045,0.517,2015
248,applied bionics and biomechanics,1176-2322,90,95,0.947368421,0.174,2015
249,applied categorical structures,1572-9095,259,339,0.764011799,0.132,2015
250,applied composite materials,1573-4897,440,262,1.679389313,0.357,2015
251,applied ecology and environmental research,1785-0037,132,156,0.846153846,0.151,2015
252,applied entomology and zoology,1347-605X,390,329,1.185410334,0.23,2015
253,applied geomatics,1866-928X,179,107,1.672897196,0.355,2015
254,applied health economics and health policy,1179-1896,511,239,2.138075314,0.483,2015
255,applied informatics,2196-0089,3,3,1,0.186,2015
256,applied intelligence,1573-7497,869,416,2.088942308,0.469,2015
257,applied magnetic resonance,1613-7507,554,443,1.250564334,0.246,2015
258,applied microbiology and biotechnology,1432-0614,16794,3807,4.411347518,1.202,2015
259,applied physics a,1432-0630,5012,3021,1.659053294,0.351,2015
260,applied physics b,1432-0649,3329,1986,1.676233635,0.356,2015
261,applied psychophysiology and biofeedback,1573-3270,445,139,3.201438849,0.803,2015
262,applied research in quality of life,1871-2576,257,171,1.502923977,0.31,2015
263,applied spatial analysis and policy,1874-4621,103,67,1.537313433,0.319,2015
264,aquaculture,0044-8486,6370,2317,2.749244713,0.663,2015
265,aquaculture environment interactions,1869-215X,364,117,3.111111111,0.775,2015
266,aquaculture environment interactions,1869-7534,364,117,3.111111111,0.775,2015
267,aquaculture international,1573-143X,718,495,1.450505051,0.297,2015
268,aquatic biology,1864-7790,715,394,1.814720812,0.393,2015
269,aquatic ecology,1573-5125,474,227,2.088105727,0.469,2015
270,aquatic geochemistry,1573-1421,292,159,1.836477987,0.399,2015
271,aquatic invasions,1798-6540,758,321,2.361370717,0.547,2015
272,aquatic invasions,1818-5487,758,321,2.361370717,0.547,2015
273,aquatic sciences,1420-9055,836,241,3.468879668,0.888,2015
274,aquichan,2027-5374,112,139,0.805755396,0.142,2015
275,arabian journal for science and engineering,2191-4281,1316,1157,1.137424373,0.218,2015
276,arabian journal of chemistry,1878-5352,1181,441,2.678004535,0.641,2015
277,arabian journal of geosciences,1866-7538,2190,978,2.239263804,0.512,2015
278,archaeological and anthropological sciences,1866-9565,253,136,1.860294118,0.406,2015
279,archiv der mathematik,1420-8938,348,449,0.775055679,0.135,2015
280,archival science,1573-7519,159,98,1.62244898,0.341,2015
281,archive for history of exact sciences,1432-0657,61,62,0.983870968,0.182,2015
282,archive for mathematical logic,1432-0665,143,169,0.846153846,0.151,2015
283,archive for rational mechanics and analysis,1432-0673,1807,550,3.285454545,0.83,2015
284,archive of applied mechanics,1432-0681,815,524,1.555343511,0.324,2015
285,archives of acoustics,0137-5075,281,315,0.892063492,0.161,2015
286,archives of biological sciences,0354-4664,487,582,0.836769759,0.148,2015
287,archives of biological sciences,1821-4339,487,582,0.836769759,0.148,2015
288,archives of computational methods in engineering,1886-1784,482,66,7.303030303,2.266,2015
289,archives of dermatological research,1432-069X,1302,488,2.668032787,0.638,2015
290,archives of environmental contamination and toxicology,1432-0703,1705,701,2.432239658,0.568,2015
291,archives of environmental protection,2083-4772,178,159,1.119496855,0.214,2015
292,archives of environmental protection,2083-4810,178,159,1.119496855,0.214,2015
293,archives of gynecology and obstetrics,1432-0711,3613,2034,1.776302852,0.383,2015
294,archives of histology and cytology,1349-1717,21,19,1.105263158,0.211,2015
295,archives of mechanics,0373-2029,150,120,1.25,0.246,2015
296,archives of medical science,1896-9151,1551,816,1.900735294,0.417,2015
297,archives of metallurgy and materials,1733-3490,801,766,1.045691906,0.196,2015
298,archives of metallurgy and materials,2300-1909,801,766,1.045691906,0.196,2015
299,archives of microbiology,1432-072X,1039,473,2.196617336,0.5,2015
300,archives of orthopaedic and trauma surgery,1434-3916,2691,1138,2.364674868,0.548,2015
301,archives of osteoporosis,1862-3514,549,150,3.66,0.95,2015
302,archives of pharmacal research,1976-3786,2444,1082,2.258780037,0.518,2015
303,archives of polish fisheries,2083-6139,74,131,0.564885496,0.091,2015
304,archives of scientific psychology,2169-3269,12,9,1.333333333,0.267,2015
305,archives of sexual behavior,1573-2800,3079,781,3.942381562,1.043,2015
306,archives of toxicology,1432-0738,3918,775,5.055483871,1.427,2015
307,archives of virology,1432-8798,3771,1585,2.379179811,0.553,2015
308,archivos de medicina,2339-3874,4,8,0.5,0.078,2015
309,archivos de zootecnia,1885-4494,153,260,0.588461538,0.095,2015
310,archivum immunologiae et therapiae experimentalis,1661-4917,706,225,3.137777778,0.783,2015
311,argumentation,1572-8374,141,121,1.165289256,0.225,2015
312,arhiv za higijenu rada i toksikologiju,1848-6312,333,247,1.348178138,0.27,2015
313,arkivoc,1551-7012,526,598,0.879598662,0.158,2015
314,arquivo brasileiro de medicina veterinaria e zootecnia,0102-0935,582,783,0.743295019,0.128,2015
315,arquivos brasileiros de cardiologia,0066-782X,1737,1224,1.419117647,0.289,2015
316,arquivos brasileiros de cardiologia,1678-4170,1737,1224,1.419117647,0.289,2015
317,arquivos brasileiros de oftalmologia,1678-2925,312,382,0.816753927,0.144,2015
318,arquivos de gastroenterologia,1678-4219,401,261,1.536398467,0.319,2015
319,arthritis,2090-1992,297,100,2.97,0.731,2015
